id_user,nama_user,kata_sandi_user,nama,jenis_kelamin,umur,nomor_jalan,jalan,kecamatan,kota,negara,kode_pos,email,nomor_handphone,nomor_telepon,url_photo
7b00b640-1d23-4f53-b4a6-41ed33528190,redmeercat233,spike1,Branislav Aleksić,male,68,9398,Ninka Petrovića ,Mačva,Pančevo,Serbia,95461,branislav.aleksic@example.com,025-5837-577,068-0188-156,https://randomuser.me/api/portraits/men/7.jpg
01801067-1ec7-4fff-af02-155f0b91e3e7,happydog501,1125,Robert Giraud,male,64,6142,Place Paul-Duquaire,Aargau,Hettlingen,Switzerland,9775,robert.giraud@example.com,076 108 16 70,076 491 48 18,https://randomuser.me/api/portraits/men/53.jpg
88cb3237-408e-4081-8340-c8d692006ec9,greencat584,ppppp,Úrsula Freitas,female,75,6136,Rua José Bonifácio ,Pernambuco,Luziânia,Brazil,91760,ursula.freitas@example.com,(85) 7513-3994,(24) 5767-7173,https://randomuser.me/api/portraits/women/65.jpg
a9e66d13-f985-4843-8f41-64fe88647014,beautifullion310,borussia,Francisco Mason,male,48,5669,Frances Ct,Northern Territory,Gladstone,Australia,6030,francisco.mason@example.com,02-9771-1312,0447-699-674,https://randomuser.me/api/portraits/men/16.jpg
a640b67a-ea09-4165-ae11-1aa47e434547,angrykoala785,blond,Ranko Polić,male,48,3210,Stevana Popova,South Bačka,Prokuplje,Serbia,66715,ranko.polic@example.com,029-4692-940,066-4876-356,https://randomuser.me/api/portraits/men/93.jpg
8aedb654-e05d-4460-943d-ef86c934d2d8,blackcat113,xiong,Nieves Parra,female,51,442,Calle del Pez,Extremadura,Córdoba,Spain,91963,nieves.parra@example.com,915-299-262,675-032-546,https://randomuser.me/api/portraits/women/52.jpg
ed5b03a0-8ec8-4eb2-bc4e-8da242808395,orangeduck391,joejoe,Väinö Manner,male,58,261,Satakennankatu,Southern Ostrobothnia,Isokyrö,Finland,77471,vaino.manner@example.com,09-231-697,046-520-60-53,https://randomuser.me/api/portraits/men/65.jpg
a2d3f573-e679-4490-b1cd-77a27385acd4,redwolf310,brian,Caitlin Payne,female,63,4859,The Avenue,Cork City,Cashel,Ireland,28536,caitlin.payne@example.com,021-172-1475,081-997-2470,https://randomuser.me/api/portraits/women/84.jpg
32e0684f-0ac5-4eca-8b36-d7a2cbe60287,bigsnake825,matthias,Kim Stanley,female,53,4455,Cork Street,Laois,Greystones,Ireland,27257,kim.stanley@example.com,011-058-8905,081-830-8893,https://randomuser.me/api/portraits/women/61.jpg
8f893691-1616-4017-81c0-6f1f4b91d97c,bluerabbit866,boulder,Russell Dunne,male,60,9906,Rochestown Road,Donegal,Newbridge,Ireland,12027,russell.dunne@example.com,031-590-7609,081-149-8659,https://randomuser.me/api/portraits/men/98.jpg
17b423a0-5be5-4b50-8863-db9961fd7171,blackostrich482,pasadena,Kitana Rocha,female,25,3039,Rua da Paz ,Bahia,Belo Horizonte,Brazil,36220,kitana.rocha@example.com,(56) 4090-6690,(82) 9758-0497,https://randomuser.me/api/portraits/women/76.jpg
c7504066-40e1-4bdc-ad11-d0855dd4c523,ticklishtiger153,pppppppp,Hilla Aalto,female,49,2890,Itsenäisyydenkatu,North Karelia,Suomenniemi,Finland,78316,hilla.aalto@example.com,08-254-569,041-854-63-78,https://randomuser.me/api/portraits/women/63.jpg
b515ccb3-8aeb-4c20-b481-0848774dbfa2,greenpeacock546,beanie,Soledad Gamez,female,35,3184,Boulevard Lesotho,Guanajuato,San Pedro Amuzgos,Mexico,47753,soledad.gamez@example.com,(657) 560 2698,(627) 773 2255,https://randomuser.me/api/portraits/women/58.jpg
93cfcb60-7ce9-4a4b-9880-a876971e68f0,sadduck801,sixsix,Sebastián Herrero,male,75,7476,Calle de Ángel García,Ceuta,Orense,Spain,51066,sebastian.herrero@example.com,917-459-204,659-927-212,https://randomuser.me/api/portraits/men/43.jpg
898b5adf-03fb-48d9-92f3-0dfdeed2fb1b,yellowostrich402,pinkfloyd,Caroline Powell,female,54,6199,Homestead Rd,Virginia,Frederick,United States,47104,caroline.powell@example.com,(671) 704-9305,(574) 821-2893,https://randomuser.me/api/portraits/women/70.jpg
e7a50fc4-5a16-4f6c-9e5b-c1667c66818c,smallsnake381,rush2112,Rafayil Durda,male,69,3020,Makarenka,Ternopilska,Volochisk,Ukraine,58845,rafayil.durda@example.com,(096) N72-9074,(099) J30-0485,https://randomuser.me/api/portraits/men/59.jpg
28eecfa4-0fa3-48bc-a6cd-76ea02b0c388,heavydog329,tang,Joseph King,male,67,2092,Coronation Avenue,Hawke'S Bay,Porirua,New Zealand,41602,joseph.king@example.com,(851)-565-3553,(827)-141-1784,https://randomuser.me/api/portraits/men/41.jpg
08b5fc22-fcfc-487f-98a3-d2b38b665f1b,goldendog423,beatles,Odélia Teixeira,female,40,105,Rua São João ,Pará,Manaus,Brazil,96695,odelia.teixeira@example.com,(39) 9487-8492,(04) 9578-3659,https://randomuser.me/api/portraits/women/70.jpg
a0517d2d-779f-474c-a71d-d766bb75d82d,beautifulpeacock415,hollywoo,Dawn Arnold,female,68,8940,Forest Ln,West Virginia,Victorville,United States,85034,dawn.arnold@example.com,(823) 447-3484,(502) 519-0058,https://randomuser.me/api/portraits/women/88.jpg
d9a23bd4-ae76-4aba-bb18-8528edb96596,happyfish324,droopy,Naomi Hubert,female,38,7009,Rue des Jardins,Drôme,Grenoble,France,10448,naomi.hubert@example.com,04-63-18-92-21,06-45-74-94-86,https://randomuser.me/api/portraits/women/14.jpg
b5fbb296-c885-464e-ae1c-27d4d642d322,organicsnake594,moto,Ivan Rodriquez,male,50,291,Elgin St,Northern Territory,Bendigo,Australia,718,ivan.rodriquez@example.com,02-0094-1599,0458-761-604,https://randomuser.me/api/portraits/men/26.jpg
7c372687-708c-4a3e-8cfe-d3102f994f69,heavyzebra179,shells,Gustav Diefenbach,male,45,5108,Wiesenweg,Niedersachsen,Rügen,Germany,86544,gustav.diefenbach@example.com,0366-1697247,0171-7018884,https://randomuser.me/api/portraits/men/60.jpg
a0a3da92-3b16-489c-9b8c-bd02cd29a826,lazyladybug170,646464,Stevie Noijen,male,73,9735,Bristou,Gelderland,Oosterzee,Netherlands,6013 MK,stevie.noijen@example.com,(0926) 221595,(06) 59731928,https://randomuser.me/api/portraits/men/47.jpg
4da224d6-9946-40bb-9688-aca0627438f3,heavymouse335,hothot,Alexander Johnson,male,63,3102,Disputed Rd,Yukon,St. George,Canada,T7A 5X8,alexander.johnson@example.com,K19 Q99-6316,A96 B93-9703,https://randomuser.me/api/portraits/men/49.jpg
d29c057f-36e2-4ef6-9262-22901ef7e795,ticklishswan585,dabomb,Marie-Theres Schug,female,36,8494,Industriestraße,Niedersachsen,Eberswalde,Germany,60319,marie-theres.schug@example.com,0383-3310564,0176-2413167,https://randomuser.me/api/portraits/women/75.jpg
ee07fc25-4b51-4819-ad9b-8255ff7379ca,happyswan608,travis1,John Kumar,male,29,3551,Main South Road,Waikato,Napier,New Zealand,34809,john.kumar@example.com,(894)-076-6959,(144)-886-2209,https://randomuser.me/api/portraits/men/27.jpg
1c5f98a5-55f6-4f80-a598-946557c998c2,yellowbutterfly983,kelsey,Luis Manuel Henríquez,male,32,6763,Prolongación Sonora,Colima,Balancán,Mexico,27149,luismanuel.henriquez@example.com,(632) 967 3104,(699) 136 8821,https://randomuser.me/api/portraits/men/81.jpg
1839324f-bc21-4513-abaf-f9b7012f8106,happymouse571,specialk,Yarovit Kozenko,male,60,9298,Ploshcha Geroyiv Maydanu,Harkivska,Sievierodoneck,Ukraine,97728,yarovit.kozenko@example.com,(067) Q17-6310,(096) M64-8731,https://randomuser.me/api/portraits/men/36.jpg
d1a865da-ca70-4942-91a2-06c81f7f7ae4,organicsnake260,odessa,Anne-Ruth Kruijt,female,28,2111,Gemeynte,Gelderland,Kornhorn,Netherlands,3294 QG,anne-ruth.kruijt@example.com,(010) 6503582,(06) 21736307,https://randomuser.me/api/portraits/women/88.jpg
0a7dba69-a2c9-46d4-b644-8ba0d0d39ea7,whitepanda811,bogart,Hunter Kelly,male,31,7487,High Street,Kildare,Mountmellick,Ireland,70566,hunter.kelly@example.com,071-993-8369,081-154-2490,https://randomuser.me/api/portraits/men/21.jpg
3a20f220-8281-483f-a3a3-c915387a1726,blackdog795,90210,Veeti Neva,male,48,4602,Bulevardi,Southern Savonia,Kauhava,Finland,17451,veeti.neva@example.com,06-949-574,044-121-09-04,https://randomuser.me/api/portraits/men/35.jpg
31a55f86-0c2c-4bb0-a07a-95783566af35,lazydog271,magic1,Asha Prabhakaran,female,24,3822,Rajaji Salai,Rajasthan,Agartala,India,99908,asha.prabhakaran@example.com,7237068657,8809418468,https://randomuser.me/api/portraits/women/54.jpg
eb9841a1-855c-4378-ab61-7d32390b7cc1,sadelephant554,darkange,Charles Roy,male,59,9141,Cedar St,Québec,New Glasgow,Canada,F0A 3K5,charles.roy@example.com,K31 J09-2781,K04 S49-8502,https://randomuser.me/api/portraits/men/91.jpg
af348d31-b436-4c9f-bc36-c016319c98e9,smallbear397,fishman,Svitoslav Sonevickiy,male,30,2436,Rishelievska,Lvivska,Pervomaysk,Ukraine,43696,svitoslav.sonevickiy@example.com,(068) W98-6132,(099) E86-1775,https://randomuser.me/api/portraits/men/74.jpg
571673e4-2bba-4b69-9dc7-7a109dde09d5,angryduck507,marathon,Anni Leppanen,female,30,1551,Rautatienkatu,Päijät-Häme,Liperi,Finland,44940,anni.leppanen@example.com,08-306-910,049-131-52-44,https://randomuser.me/api/portraits/women/12.jpg
ef49d3f1-9e74-4d35-bbb2-0805ff4b622c,ticklishbutterfly437,jimbo1,Sohan Joly,male,30,7363,Rue Desaix,Drôme,Aubervilliers,France,86937,sohan.joly@example.com,02-88-05-03-31,06-94-55-93-26,https://randomuser.me/api/portraits/men/7.jpg
8f68e1ca-0f27-4eea-8fec-798b61d8d9c4,beautifulbear845,505050,Sina Meunier,female,29,5094,Rue des Cuirassiers,Obwalden,Massonnens,Switzerland,1930,sina.meunier@example.com,076 653 91 17,079 774 44 36,https://randomuser.me/api/portraits/women/64.jpg
24cbc7cd-1da2-4b6f-9c9b-70e0baf1d3eb,bigkoala675,molly1,Catherine Steward,female,59,3930,Killarney Road,Kildare,Sallins,Ireland,91448,catherine.steward@example.com,051-362-3321,081-374-2767,https://randomuser.me/api/portraits/women/51.jpg
07fcfa78-0992-40c5-9f50-2b45d5c31704,orangemeercat604,windows,Hüseyin Brandner,male,64,3791,Am Bahnhof,Baden-Württemberg,Alsdorf,Germany,92597,huseyin.brandner@example.com,0659-3595368,0174-4170044,https://randomuser.me/api/portraits/men/89.jpg
fbde082a-c487-49af-bd87-96bd9dfa9e54,greenbird467,kittykat,Suzanna Wallace,female,28,671,Alexander Road,Somerset,St Albans,United Kingdom,A07 0QA,suzanna.wallace@example.com,015242 22018,07715 562805,https://randomuser.me/api/portraits/women/17.jpg
2b5650c6-9fca-415c-bca9-9b8a03afc3bc,bluegorilla234,cream,Fidel Carrera,male,55,8475,Callejón Sur Pulido,Tlaxcala,Jilotepec,Mexico,55627,fidel.carrera@example.com,(646) 233 9891,(644) 073 8331,https://randomuser.me/api/portraits/men/59.jpg
3499188a-1477-4d5b-81e6-8bb9673a2f64,orangefrog667,midway,Valda Moura,female,35,7890,Rua São João ,Roraima,Alvorada,Brazil,78497,valda.moura@example.com,(37) 3176-2260,(98) 7156-0035,https://randomuser.me/api/portraits/women/34.jpg
db3c1672-b68f-4317-9ef3-b3135626cef5,purplesnake900,michele,Hunter King,male,69,1461,Moray Place,Otago,Whanganui,New Zealand,61434,hunter.king@example.com,(792)-847-3056,(310)-847-8578,https://randomuser.me/api/portraits/men/47.jpg
f2b8e965-e60d-47b1-9d7b-fa578b9c2b07,happycat615,titan,Trine Lilleby,female,67,4146,Hellerudgrenda,Vestfold,Steinshamn,Norway,2418,trine.lilleby@example.com,34001903,98266617,https://randomuser.me/api/portraits/women/10.jpg
187c7c33-3ce4-44df-98bd-28e1b42433c8,purpleswan995,brucelee,Dragan Garnier,male,68,5253,Avenue Debrousse,Jura,Corcelles-près-Concise,Switzerland,5148,dragan.garnier@example.com,076 297 97 46,076 073 10 57,https://randomuser.me/api/portraits/men/94.jpg
f68fffcd-d53b-4988-84e1-c7e55116e8c6,goldenkoala558,wheels,Uroš Ognjanović,male,31,8717,Kraljice Katarine,Raška,Knić,Serbia,12255,uros.ognjanovic@example.com,030-8064-520,061-5996-872,https://randomuser.me/api/portraits/men/8.jpg
132a4511-8707-4d3e-b243-e6d838a86986,brownfish107,kaitlyn,Heidi Hauptmann,female,25,3208,Am Sportplatz,Berlin,Grünberg,Germany,38202,heidi.hauptmann@example.com,0045-1597888,0175-9692127,https://randomuser.me/api/portraits/women/38.jpg
c2722cd7-18cf-4990-889f-632bc40d2525,blackbutterfly995,mclaren,Velimir Rađen,male,55,3981,Vojna Pošta,South Banat,Sremska Mitrovica,Serbia,41270,velimir.raden@example.com,036-2522-152,064-6948-685,https://randomuser.me/api/portraits/men/11.jpg
b5ef7ebd-7f30-47f8-bd5a-9f7945522384,browncat681,getsome,ملینا رضاییان,female,60,2580,آذربایجان,ایلام,بابل,Iran,96545,mlyn.rdyyn@example.com,066-52988814,0958-296-1445,https://randomuser.me/api/portraits/women/30.jpg
e302fe4f-fdb0-41ea-ae07-0b53ded4557c,organicwolf640,lefty,Nedan Vasilashko,male,64,2995,Mlinna,Mikolayivska,Mena,Ukraine,13808,nedan.vasilashko@example.com,(067) K54-1089,(066) N05-7780,https://randomuser.me/api/portraits/men/57.jpg
e661472f-008d-40c8-989f-7e6dd7dabb54,happypeacock289,knicks,Dobribiy Lazorskiy,male,25,5021,2-y Kulikovskiy provulok,Luganska,Odesa,Ukraine,52818,dobribiy.lazorskiy@example.com,(068) J31-5379,(096) X38-9183,https://randomuser.me/api/portraits/men/58.jpg
db8b0014-643b-4e29-961d-f44168b7f7ca,silverzebra730,123123,Riley Walker,male,36,6003,Colombo Street,Marlborough,Upper Hutt,New Zealand,86883,riley.walker@example.com,(065)-157-9176,(011)-291-2050,https://randomuser.me/api/portraits/men/29.jpg
93d9bc04-7c80-4424-a021-e284699d8864,orangeleopard778,cooper,Zachary Taylor,male,78,466,Hillsborough Road,Bay of Plenty,Tauranga,New Zealand,55785,zachary.taylor@example.com,(286)-536-2976,(815)-225-6994,https://randomuser.me/api/portraits/men/60.jpg
1f628ef9-dba2-4a06-83f6-dbba003752a8,greendog325,memphis,Fatih Koçoğlu,male,40,2992,Anafartalar Cd,Isparta,Niğde,Turkey,89154,fatih.kocoglu@example.com,(737)-856-9968,(739)-195-8730,https://randomuser.me/api/portraits/men/79.jpg
8d50a9b9-d2c7-4f19-b969-929eb46b2b02,smallzebra389,massage,Abigail Lebrón,female,72,6548,Eje vial Sur Romero,Tabasco,Jiménez,Mexico,78012,abigail.lebron@example.com,(684) 730 5258,(689) 468 7489,https://randomuser.me/api/portraits/women/59.jpg
d6a90b3d-89f3-4a50-baed-1d2f0771167c,ticklishostrich515,wwwwwww,Nirav Padmanabha,male,43,6682,Mirza Ismail Rd,Daman and Diu,Bangalore,India,89474,nirav.padmanabha@example.com,8100680700,9752351855,https://randomuser.me/api/portraits/men/8.jpg
d2610ce4-a442-48f8-b8fc-62f3ef6aaa71,smallladybug936,wildwood,Eugenia Vega,female,68,5885,Calle Mota,Andalucía,Guadalajara,Spain,84518,eugenia.vega@example.com,912-144-083,689-211-591,https://randomuser.me/api/portraits/women/79.jpg
02576260-7b46-4df3-bbe2-e00277a44d76,crazybird118,watch,Kristin White,female,76,7208,Chester Road,Leicestershire,Plymouth,United Kingdom,N3 8GU,kristin.white@example.com,0181 964 8003,07900 293395,https://randomuser.me/api/portraits/women/46.jpg
aff961a0-fa1e-44fb-95aa-b4f9c9e8f8a0,redtiger612,scotland,Kenan Tokatlıoğlu,male,39,3064,Filistin Cd,Niğde,Hakkâri,Turkey,70945,kenan.tokatlioglu@example.com,(935)-235-2468,(583)-890-3577,https://randomuser.me/api/portraits/men/54.jpg
